,country_region_code,country_region,sub_region_1,sub_region_2,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
713199,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-06-03,-69.0,-45.0,-64.0,-72.0,-58.0,29.0
713200,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-06-04,-68.0,-39.0,-55.0,-71.0,-56.0,27.0
713201,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-06-05,-68.0,-32.0,-46.0,-68.0,-55.0,26.0
713202,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-06-06,-56.0,-28.0,-40.0,-43.0,-30.0,13.0
713203,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-06-07,-58.0,-34.0,-63.0,-58.0,-31.0,9.0
713204,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-06-08,-65.0,-43.0,-46.0,-80.0,-77.0,24.0
713205,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-06-09,-66.0,-39.0,-54.0,-72.0,-55.0,26.0
713206,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-06-10,-66.0,-47.0,-58.0,-70.0,-55.0,27.0
713207,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-06-11,-66.0,-40.0,-57.0,-69.0,-53.0,27.0
713208,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-06-12,-66.0,-32.0,-45.0,-67.0,-52.0,25.0
713209,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-06-13,-57.0,-25.0,-52.0,-52.0,-23.0,14.0
713210,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-06-14,-57.0,-28.0,-58.0,-56.0,-22.0,11.0
713211,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-06-15,-63.0,-37.0,-52.0,-68.0,-55.0,24.0
713212,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-06-16,-65.0,-40.0,-55.0,-69.0,-54.0,27.0
713213,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-06-17,-65.0,-45.0,-58.0,-69.0,-53.0,26.0
713214,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-06-18,-63.0,-37.0,-51.0,-68.0,-53.0,26.0
713215,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-06-19,-63.0,-32.0,-42.0,-65.0,-51.0,24.0
713216,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-06-20,-53.0,-24.0,-44.0,-48.0,-21.0,11.0
713217,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-06-21,-60.0,-32.0,-66.0,-58.0,-25.0,11.0
713218,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-06-22,-65.0,-41.0,-68.0,-69.0,-56.0,25.0
713219,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-06-23,-63.0,-38.0,-54.0,-69.0,-55.0,26.0
713220,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-06-24,-64.0,-43.0,-59.0,-69.0,-53.0,26.0
713221,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-06-25,-65.0,-40.0,-62.0,-70.0,-53.0,26.0
713222,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-06-26,-65.0,-32.0,-48.0,-67.0,-51.0,25.0
713223,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-06-27,-56.0,-26.0,-50.0,-52.0,-20.0,13.0
713224,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-06-28,-56.0,-32.0,-51.0,-57.0,-19.0,10.0
713225,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-06-29,-62.0,-38.0,-52.0,-69.0,-55.0,23.0
713226,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-06-30,-63.0,-41.0,-58.0,-72.0,-55.0,26.0
713227,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-07-01,-64.0,-45.0,-58.0,-72.0,-56.0,26.0
713228,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-07-02,-66.0,-42.0,-61.0,-73.0,-56.0,27.0
713229,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-07-03,-70.0,-41.0,-67.0,-72.0,-54.0,27.0
713230,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-07-04,-60.0,-33.0,-72.0,-61.0,-19.0,15.0
713231,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-07-05,-63.0,-37.0,-71.0,-64.0,-21.0,12.0
713232,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-07-06,-67.0,-43.0,-68.0,-74.0,-58.0,25.0
713233,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-07-07,-64.0,-40.0,-64.0,-74.0,-57.0,26.0
713234,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-07-08,-62.0,-44.0,-59.0,-73.0,-55.0,24.0
713235,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-07-09,-79.0,-50.0,-67.0,-80.0,-63.0,32.0
713236,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-07-10,-81.0,-43.0,-63.0,-79.0,-61.0,33.0
713237,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-07-11,-82.0,-50.0,-84.0,-78.0,-38.0,26.0
713238,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-07-12,-78.0,-46.0,-74.0,-77.0,-36.0,19.0
713239,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-07-13,-77.0,-48.0,-65.0,-78.0,-61.0,29.0
713240,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-07-14,-77.0,-49.0,-64.0,-79.0,-61.0,31.0
713241,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-07-15,-79.0,-53.0,-67.0,-79.0,-61.0,32.0
713242,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-07-16,-80.0,-49.0,-68.0,-80.0,-61.0,32.0
713243,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-07-17,-81.0,-44.0,-63.0,-79.0,-61.0,33.0
713244,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-07-18,-80.0,-42.0,-72.0,-77.0,-35.0,23.0
713245,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-07-19,-80.0,-46.0,-72.0,-79.0,-36.0,19.0
713246,AU,Australia,Victoria,City of Melbourne,ChIJv_FYgkNd1moRpxLuRXZURFs,2020-07-20,-80.0,-51.0,-72.0,-81.0,-62.0,30.0
