,country_region_code,country_region,sub_region_1,sub_region_2,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
610985,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-07-22,-11.0,1.0,-8.0,-42.0,-20.0,9.0
610986,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-07-23,-13.0,-1.0,-20.0,-44.0,-20.0,9.0
610987,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-07-24,-8.0,2.0,-28.0,-43.0,-18.0,9.0
610988,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-07-25,-5.0,0.0,-32.0,-49.0,-9.0,6.0
610989,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-07-26,-5.0,-1.0,-15.0,-49.0,-12.0,5.0
610990,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-07-27,-11.0,-1.0,-15.0,-44.0,-18.0,8.0
610991,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-07-28,-11.0,0.0,11.0,-42.0,-19.0,8.0
610992,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-07-29,-12.0,1.0,7.0,-40.0,-20.0,9.0
610993,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-07-30,-15.0,1.0,7.0,-44.0,-21.0,8.0
610994,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-07-31,-12.0,3.0,-3.0,-43.0,-19.0,8.0
610995,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-08-01,-13.0,-3.0,20.0,-47.0,-9.0,5.0
610996,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-08-02,-15.0,-5.0,25.0,-51.0,-14.0,4.0
610997,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-08-03,-16.0,-1.0,-6.0,-46.0,-20.0,9.0
610998,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-08-04,-18.0,-2.0,6.0,-45.0,-22.0,9.0
610999,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-08-05,-16.0,-5.0,8.0,-42.0,-21.0,10.0
611000,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-08-06,-15.0,-4.0,12.0,-42.0,-21.0,8.0
611001,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-08-07,-15.0,-6.0,-27.0,-43.0,-19.0,9.0
611002,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-08-08,-6.0,-2.0,26.0,-41.0,-8.0,5.0
611003,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-08-09,-8.0,-5.0,26.0,-47.0,-13.0,4.0
611004,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-08-10,-11.0,-3.0,-10.0,-45.0,-20.0,9.0
611005,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-08-11,-13.0,-4.0,10.0,-43.0,-19.0,8.0
611006,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-08-12,-13.0,-4.0,8.0,-42.0,-20.0,9.0
611007,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-08-13,-8.0,0.0,11.0,-42.0,-22.0,6.0
611008,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-08-14,-24.0,-17.0,27.0,-64.0,-67.0,15.0
611009,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-08-15,-13.0,-9.0,-11.0,-50.0,-14.0,5.0
611010,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-08-16,-11.0,-9.0,26.0,-48.0,-14.0,1.0
611011,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-08-17,-13.0,-4.0,-4.0,-45.0,-19.0,7.0
611012,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-08-18,-15.0,-6.0,7.0,-44.0,-18.0,8.0
611013,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-08-19,-15.0,-5.0,6.0,-42.0,-19.0,8.0
611014,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-08-20,-16.0,-6.0,2.0,-44.0,-19.0,8.0
611015,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-08-21,-11.0,-6.0,3.0,-42.0,-17.0,7.0
611016,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-08-22,-10.0,-8.0,7.0,-47.0,-8.0,5.0
611017,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-08-23,-11.0,-9.0,9.0,-51.0,-16.0,5.0
611018,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-08-24,-17.0,-10.0,-9.0,-47.0,-18.0,8.0
611019,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-08-25,-18.0,-9.0,6.0,-48.0,-20.0,9.0
611020,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-08-26,-18.0,-9.0,0.0,-45.0,-20.0,9.0
611021,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-08-27,-17.0,-6.0,5.0,-46.0,-20.0,8.0
611022,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-08-28,-13.0,-5.0,-2.0,-45.0,-17.0,7.0
611023,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-08-29,-10.0,-6.0,16.0,-48.0,-10.0,4.0
611024,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-08-30,-11.0,-9.0,5.0,-52.0,-16.0,4.0
611025,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-08-31,-16.0,-6.0,-8.0,-47.0,-17.0,8.0
611026,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-09-01,-16.0,-6.0,4.0,-47.0,-19.0,8.0
611027,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-09-02,-16.0,-6.0,4.0,-45.0,-20.0,9.0
611028,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-09-03,-15.0,-5.0,2.0,-45.0,-19.0,7.0
611029,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-09-04,-9.0,-4.0,2.0,-44.0,-23.0,8.0
611030,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-09-05,-7.0,-2.0,15.0,-43.0,-9.0,3.0
611031,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-09-06,-9.0,-10.0,-9.0,-52.0,-17.0,2.0
611032,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-09-07,-15.0,-7.0,-16.0,-47.0,-18.0,8.0
611033,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-09-08,-16.0,-6.0,2.0,-46.0,-19.0,8.0
611034,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-09-09,-14.0,-7.0,4.0,-43.0,-20.0,8.0
611035,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-09-10,-17.0,-8.0,-15.0,-45.0,-19.0,7.0
611036,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-09-11,-11.0,-4.0,-7.0,-44.0,-17.0,7.0
611037,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-09-12,-5.0,-5.0,19.0,-43.0,-8.0,3.0
611038,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-09-13,-9.0,-7.0,12.0,-51.0,-18.0,3.0
611039,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-09-14,-13.0,-7.0,-4.0,-46.0,-15.0,6.0
611040,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-09-15,-13.0,-5.0,9.0,-46.0,-15.0,6.0
611041,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-09-16,-12.0,-6.0,7.0,-42.0,-18.0,7.0
611042,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-09-17,-14.0,-7.0,5.0,-44.0,-18.0,6.0
611043,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-09-18,-10.0,-6.0,-5.0,-42.0,-17.0,6.0
611044,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-09-19,-7.0,-7.0,10.0,-40.0,-9.0,2.0
611045,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-09-20,-9.0,-9.0,10.0,-48.0,-17.0,2.0
611046,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-09-21,-11.0,-8.0,-7.0,-48.0,-26.0,8.0
611047,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-09-22,-14.0,-7.0,2.0,-48.0,-26.0,8.0
611048,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-09-23,-13.0,-8.0,-3.0,-45.0,-27.0,9.0
611049,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-09-24,-13.0,-7.0,-7.0,-45.0,-27.0,7.0
611050,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-09-25,-11.0,-6.0,-13.0,-45.0,-26.0,7.0
611051,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-09-26,-9.0,-8.0,-8.0,-43.0,-8.0,2.0
611052,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-09-27,-10.0,-11.0,-6.0,-49.0,-18.0,1.0
611053,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-09-28,-12.0,-7.0,-16.0,-49.0,-26.0,8.0
611054,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-09-29,-13.0,-6.0,-7.0,-49.0,-26.0,8.0
611055,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-09-30,-12.0,-6.0,-7.0,-46.0,-28.0,8.0
611056,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-10-01,-13.0,-4.0,-8.0,-47.0,-26.0,7.0
611057,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-10-02,-9.0,-3.0,-12.0,-44.0,-26.0,6.0
611058,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-10-03,-10.0,-8.0,-5.0,-39.0,-11.0,1.0
611059,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-10-04,-7.0,-12.0,-4.0,-44.0,-18.0,0.0
611060,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-10-05,-19.0,-12.0,11.0,-67.0,-75.0,16.0
611061,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-10-06,-14.0,2.0,-10.0,-44.0,-15.0,6.0
611062,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-10-07,-14.0,-4.0,-5.0,-41.0,-15.0,6.0
611063,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-10-08,-15.0,-3.0,-8.0,-42.0,-14.0,6.0
611064,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-10-09,-11.0,-5.0,-11.0,-41.0,-12.0,5.0
611065,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-10-10,-5.0,-3.0,12.0,-38.0,-3.0,3.0
611066,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-10-11,-8.0,-6.0,0.0,-46.0,-14.0,3.0
611067,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-10-12,-14.0,-5.0,-16.0,-43.0,-13.0,6.0
611068,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-10-13,-15.0,-6.0,-4.0,-43.0,-13.0,6.0
611069,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-10-14,-14.0,-5.0,-15.0,-41.0,-15.0,7.0
611070,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-10-15,-13.0,-3.0,-7.0,-41.0,-14.0,6.0
611071,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-10-16,-6.0,-2.0,-7.0,-37.0,-13.0,5.0
611072,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-10-17,-4.0,-3.0,7.0,-37.0,-6.0,3.0
611073,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-10-18,-8.0,-6.0,-6.0,-45.0,-16.0,3.0
611074,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-10-19,-12.0,-4.0,-15.0,-43.0,-13.0,6.0
611075,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-10-20,-13.0,-4.0,-4.0,-43.0,-13.0,6.0
611076,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-10-21,-12.0,-5.0,-12.0,-40.0,-14.0,7.0
611077,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-10-22,-12.0,-3.0,-16.0,-41.0,-14.0,6.0
611078,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-10-23,-8.0,-2.0,-9.0,-40.0,-12.0,5.0
611079,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-10-24,-5.0,-4.0,-27.0,-43.0,-7.0,4.0
611080,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-10-25,-7.0,-5.0,-33.0,-49.0,-16.0,4.0
611081,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-10-26,-11.0,-2.0,-20.0,-43.0,-12.0,6.0
611082,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-10-27,-19.0,-11.0,-35.0,-43.0,-14.0,8.0
611083,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-10-28,-14.0,-3.0,-29.0,-41.0,-15.0,8.0
611084,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-10-29,-10.0,2.0,-12.0,-40.0,-13.0,5.0
611085,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-10-30,-6.0,2.0,-9.0,-38.0,-11.0,4.0
611086,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-10-31,-7.0,0.0,-19.0,-38.0,-6.0,4.0
611087,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-11-01,-4.0,-5.0,-8.0,-43.0,-14.0,2.0
611088,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-11-02,-11.0,-2.0,-19.0,-43.0,-12.0,6.0
611089,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-11-03,-11.0,-4.0,-7.0,-42.0,-12.0,5.0
611090,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-11-04,-12.0,-3.0,-11.0,-41.0,-14.0,7.0
611091,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-11-05,-14.0,-4.0,-20.0,-42.0,-14.0,6.0
611092,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-11-06,-8.0,-1.0,-13.0,-41.0,-12.0,5.0
611093,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-11-07,-1.0,-1.0,-4.0,-37.0,-4.0,2.0
611094,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-11-08,-4.0,-2.0,-18.0,-48.0,-15.0,3.0
611095,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-11-09,-12.0,-3.0,-18.0,-43.0,-11.0,6.0
611096,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-11-10,-11.0,-1.0,-7.0,-42.0,-12.0,6.0
611097,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-11-11,-10.0,0.0,-9.0,-40.0,-14.0,6.0
611098,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-11-12,-10.0,1.0,-12.0,-41.0,-13.0,5.0
611099,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-11-13,-7.0,2.0,-18.0,-40.0,-12.0,5.0
611100,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-11-14,-4.0,0.0,-9.0,-43.0,-6.0,2.0
611101,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-11-15,-4.0,-3.0,-13.0,-47.0,-15.0,1.0
611102,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-11-16,-10.0,1.0,-23.0,-43.0,-12.0,5.0
611103,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-11-17,-13.0,-1.0,-23.0,-42.0,-12.0,6.0
611104,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-11-18,-4.0,0.0,-11.0,-35.0,-13.0,5.0
611105,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-11-19,-9.0,1.0,-12.0,-40.0,-13.0,4.0
611106,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-11-20,-5.0,1.0,-14.0,-38.0,-12.0,4.0
611107,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-11-21,-2.0,1.0,-3.0,-39.0,-5.0,2.0
611108,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-11-22,-4.0,-2.0,-15.0,-43.0,-14.0,1.0
611109,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-11-23,-10.0,-1.0,-23.0,-41.0,-12.0,5.0
611110,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-11-24,-12.0,-3.0,-19.0,-42.0,-12.0,6.0
611111,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-11-25,-8.0,1.0,-10.0,-39.0,-13.0,5.0
611112,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-11-26,-7.0,2.0,-14.0,-39.0,-13.0,4.0
611113,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-11-27,-1.0,4.0,-14.0,-36.0,-12.0,3.0
611114,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-11-28,-1.0,1.0,-8.0,-37.0,-4.0,1.0
611115,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-11-29,-1.0,-1.0,-22.0,-43.0,-14.0,1.0
611116,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-11-30,-7.0,2.0,-24.0,-42.0,-13.0,5.0
611117,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-12-01,-8.0,2.0,-11.0,-40.0,-13.0,5.0
611118,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-12-02,-7.0,1.0,-17.0,-37.0,-14.0,5.0
611119,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-12-03,-6.0,5.0,-15.0,-38.0,-14.0,4.0
611120,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-12-04,-2.0,3.0,-14.0,-35.0,-12.0,3.0
611121,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-12-05,0.0,3.0,-13.0,-32.0,-2.0,0.0
611122,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-12-06,-2.0,0.0,-22.0,-39.0,-13.0,1.0
611123,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-12-07,-8.0,2.0,-38.0,-39.0,-16.0,5.0
611124,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-12-08,-4.0,5.0,-12.0,-40.0,-14.0,4.0
611125,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-12-09,-3.0,2.0,-8.0,-36.0,-16.0,5.0
611126,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-12-10,-2.0,5.0,-12.0,-36.0,-19.0,4.0
611127,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-12-11,-2.0,3.0,-26.0,-33.0,-18.0,4.0
611128,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-12-12,1.0,4.0,-37.0,-34.0,-3.0,2.0
611129,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-12-13,-5.0,-5.0,-66.0,-45.0,-16.0,4.0
611130,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-12-14,-8.0,0.0,-54.0,-45.0,-22.0,8.0
611131,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-12-15,-2.0,7.0,-19.0,-39.0,-20.0,6.0
611132,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-12-16,0.0,4.0,-26.0,-36.0,-20.0,6.0
611133,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-12-17,1.0,10.0,-26.0,-35.0,-20.0,5.0
611134,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-12-18,3.0,8.0,-18.0,-31.0,-18.0,4.0
611135,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-12-19,1.0,6.0,-19.0,-26.0,-2.0,0.0
611136,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-12-20,2.0,1.0,-27.0,-33.0,-11.0,0.0
611137,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-12-21,10.0,16.0,-19.0,-40.0,-30.0,6.0
611138,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-12-22,10.0,21.0,-20.0,-43.0,-32.0,7.0
611139,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-12-23,18.0,38.0,-13.0,-38.0,-37.0,6.0
611140,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-12-24,-2.0,46.0,-22.0,-49.0,-52.0,8.0
611141,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-12-25,-78.0,-81.0,-35.0,-76.0,-86.0,14.0
611142,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-12-26,-26.0,-25.0,-36.0,-47.0,-35.0,3.0
611143,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-12-27,-9.0,-16.0,-22.0,-40.0,-23.0,0.0
611144,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-12-28,-12.0,-9.0,-11.0,-63.0,-77.0,15.0
611145,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-12-29,-4.0,8.0,-8.0,-56.0,-62.0,12.0
611146,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-12-30,-3.0,9.0,-24.0,-54.0,-61.0,14.0
611147,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2020-12-31,-3.0,23.0,-8.0,-52.0,-61.0,9.0
611148,AU,Australia,Queensland,Brisbane City,ChIJOQnQf63jk2sRC2qMcQI1vdU,2021-01-01,-41.0,-37.0,-22.0,-65.0,-80.0,20.0
